Emp_ID,First_Name,Last_Name,Full Name,Gender,State,City,Education,BirthDate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Effective_TermDate,Age
00-28019246,Colton,Jones,Colton Jones,Female,New York,New York City,Bachelor,20/10/1985,09/01/2019,,Sales,Sales Representative,64280,Satisfactory,22/06/2025,39
00-55624499,Alan,Atkins,Alan Atkins,Male,New York,New York City,PhD,20/07/1964,21/01/2015,,Sales,Sales Specialist,69185,Good,22/06/2025,60
00-17720663,Martin,Davis,Martin Davis,Female,New York,Buffalo,Bachelor,05/06/1988,27/12/2024,,IT,Software Developer,77067,Satisfactory,22/06/2025,37
00-37466298,Rachel,Harris,Rachel Harris,Female,Illinois,Naperville,Bachelor,16/12/1975,28/02/2024,,Marketing,Content Creator,61537,Excellent,22/06/2025,49
00-57655811,Susan,Parker,Susan Parker,Male,New York,Buffalo,High School,08/08/2002,26/01/2017,,Marketing,Content Creator,53738,Needs Improvement,22/06/2025,22
00-88802121,Michael,Blankenship,Michael Blankenship,Male,New York,Buffalo,Bachelor,25/01/1985,15/08/2018,,Sales,Sales Representative,62853,Satisfactory,22/06/2025,40
00-62978421,Rebecca,Griffin,Rebecca Griffin,Female,New York,Buffalo,Master,07/09/1985,12/05/2022,,IT,Software Developer,98381,Satisfactory,22/06/2025,39
00-23713785,Jane,Roberts,Jane Roberts,Male,New York,New York City,High School,03/12/1974,09/02/2016,,Operations,Inventory Specialist,61466,Needs Improvement,22/06/2025,50
00-71034694,Leah,Moore,Leah Moore,Female,New York,New York City,High School,02/01/1970,07/12/2020,,Customer Service,Support Specialist,60816,Needs Improvement,22/06/2025,55
00-26613309,Edwin,Perry,Edwin Perry,Female,New York,Buffalo,Bachelor,31/03/1986,25/07/2020,,Operations,Logistics Coordinator,60940,Good,22/06/2025,39
00-42359400,Renee,Ortiz,Renee Ortiz,Male,Pennsylvania,Allentown,Bachelor,21/05/1976,06/08/2020,,Operations,Logistics Coordinator,63043,Good,22/06/2025,49
00-36573788,Andrea,Harrison,Andrea Harrison,Female,New York,New York City,Bachelor,24/02/1980,19/04/2020,,IT,System Administrator,74975,Good,22/06/2025,45
00-96440006,Hannah,Mckee,Hannah Mckee,Female,New York,Rochester,Bachelor,27/06/1993,14/02/2018,,Operations,Logistics Coordinator,60648,Excellent,22/06/2025,32
00-64579226,Elizabeth,Thomas,Elizabeth Thomas,Male,Michigan,Grand Rapids,Bachelor,10/03/2001,22/06/2023,,Operations,Inventory Specialist,61697,Needs Improvement,22/06/2025,24
00-21256208,Colton,Williams,Colton Williams,Female,Virginia,Norfolk,Bachelor,26/05/1982,07/12/2024,,Operations,Inventory Specialist,58842,Good,22/06/2025,43
00-77764711,Parker,Gray,Parker Gray,Male,New York,Buffalo,High School,29/05/1981,07/03/2020,,IT,IT Support Specialist,59021,Satisfactory,22/06/2025,44
00-22791995,Katie,Willis,Katie Willis,Female,New York,New York City,High School,06/10/1996,14/11/2019,,Customer Service,Customer Service Representative,56224,Needs Improvement,22/06/2025,28
00-64653122,Michael,Alexander,Michael Alexander,Male,New York,Rochester,Bachelor,31/12/2000,11/08/2023,,Customer Service,Support Specialist,64384,Satisfactory,22/06/2025,24
00-80393718,Hunter,Shannon,Hunter Shannon,Male,New York,New York City,High School,22/08/1971,10/07/2023,,IT,IT Support Specialist,62767,Needs Improvement,22/06/2025,53
00-38011716,Stacey,Knight,Stacey Knight,Male,Michigan,Grand Rapids,PhD,18/07/1993,10/12/2023,,Sales,Sales Specialist,63928,Excellent,22/06/2025,31
00-24327177,Matthew,Miller,Matthew Miller,Male,Michigan,Grand Rapids,Bachelor,06/02/1976,24/05/2018,,Operations,Logistics Coordinator,72320,Satisfactory,22/06/2025,49
00-83784912,Casey,Taylor,Casey Taylor,Female,New York,Buffalo,Bachelor,31/03/1983,26/04/2016,,Sales,Sales Consultant,93290,Needs Improvement,22/06/2025,42
00-11760963,Erica,Rangel,Erica Rangel,Female,New York,New York City,Bachelor,26/01/1981,13/02/2017,,Finance,Financial Analyst,85672,Good,22/06/2025,44
00-73387410,Victoria,Gibbs,Victoria Gibbs,Female,New York,Buffalo,Bachelor,25/01/1975,17/09/2021,,Operations,Logistics Coordinator,58396,Satisfactory,22/06/2025,50
00-48070748,James,Walters,James Walters,Male,Pennsylvania,Pittsburgh,Bachelor,18/05/1987,24/04/2023,,Sales,Sales Representative,69780,Satisfactory,22/06/2025,38
00-65768929,Jennifer,Rush,Jennifer Rush,Male,New York,Buffalo,High School,22/05/1980,02/02/2024,,Customer Service,Customer Service Representative,59122,Excellent,22/06/2025,45
00-38682565,Michael,Terrell,Michael Terrell,Male,New York,Rochester,Bachelor,26/01/1971,12/07/2019,,Customer Service,Customer Service Representative,69997,Satisfactory,22/06/2025,54
00-56411493,Allen,Vance,Allen Vance,Female,New York,New York City,Bachelor,08/10/1998,12/06/2017,,Operations,Operations Analyst,65676,Good,22/06/2025,26
00-51772295,Victoria,Diaz,Victoria Diaz,Female,Illinois,Naperville,PhD,02/12/1988,09/04/2021,,Sales,Sales Consultant,102020,Good,22/06/2025,36
00-80593346,James,Ramirez,James Ramirez,Female,New York,Rochester,High School,14/07/2000,22/07/2021,,Customer Service,Help Desk Technician,81244,Needs Improvement,22/06/2025,24
00-24610423,Rebecca,Johnson,Rebecca Johnson,Male,Michigan,Warren,Master,16/03/1973,03/05/2020,,IT,Software Developer,90480,Good,22/06/2025,52
00-63284724,Rebecca,Williams,Rebecca Williams,Male,Michigan,Grand Rapids,Bachelor,15/07/1982,02/04/2020,,IT,Software Developer,96480,Satisfactory,22/06/2025,42
00-13540146,Jackie,Baker,Jackie Baker,Male,New York,Buffalo,Bachelor,25/12/1994,17/06/2020,,Sales,Sales Consultant,87549,Excellent,22/06/2025,30
00-32897636,Matthew,Nelson,Matthew Nelson,Male,Pennsylvania,Philadelphia,Bachelor,23/01/1979,23/10/2023,,Finance,Financial Analyst,98972,Satisfactory,22/06/2025,46
00-91412223,Diane,Hopkins,Diane Hopkins,Female,New York,Rochester,High School,18/11/1980,10/05/2021,,Operations,Inventory Specialist,59582,Needs Improvement,22/06/2025,44
00-42231365,Andrea,Anderson,Andrea Anderson,Female,Michigan,Warren,Bachelor,13/06/1970,26/12/2019,,Operations,Inventory Specialist,56319,Good,22/06/2025,55
00-66139112,Claudia,Navarro,Claudia Navarro,Female,New York,Buffalo,Bachelor,22/02/1994,08/01/2016,,Finance,Accountant,76004,Satisfactory,22/06/2025,31
00-49453084,Kevin,Gonzalez,Kevin Gonzalez,Female,Virginia,Virginia Beach,High School,11/08/1977,02/07/2017,,Customer Service,Support Specialist,62315,Satisfactory,22/06/2025,47
00-15751690,Norman,Johnson,Norman Johnson,Male,Michigan,Detroit,Bachelor,25/07/1972,18/09/2023,,IT,Software Developer,85898,Satisfactory,22/06/2025,52
00-55297384,Joseph,Brooks,Joseph Brooks,Female,North Carolina,Greensboro,Master,20/07/1991,23/05/2017,,Sales,Sales Specialist,74191,Satisfactory,22/06/2025,33
00-68434539,Linda,Nash,Linda Nash,Female,New York,Rochester,High School,05/06/2000,31/10/2024,,Operations,Inventory Specialist,55412,Needs Improvement,22/06/2025,25
00-79704534,Roger,Zimmerman,Roger Zimmerman,Male,New York,Buffalo,High School,12/06/1995,21/02/2022,,Operations,Inventory Specialist,63082,Satisfactory,22/06/2025,30
00-27285424,Sherri,Ball,Sherri Ball,Male,New York,Rochester,PhD,30/01/1989,03/08/2019,,Sales,Sales Specialist,61662,Satisfactory,22/06/2025,36
00-35895776,James,Campbell,James Campbell,Female,Michigan,Warren,Bachelor,05/02/1984,02/02/2023,,Operations,Inventory Specialist,62171,Satisfactory,22/06/2025,41
00-37270654,Robin,Sellers,Robin Sellers,Male,Pennsylvania,Pittsburgh,High School,20/11/1974,02/02/2018,,IT,IT Support Specialist,57581,Needs Improvement,22/06/2025,50
00-21862128,Linda,Gentry,Linda Gentry,Female,New York,Rochester,High School,14/05/1989,01/12/2023,,Operations,Inventory Specialist,58354,Satisfactory,22/06/2025,36
00-30668431,William,Wilson,William Wilson,Female,New York,New York City,Bachelor,18/04/1990,11/11/2022,,Sales,Sales Representative,60030,Good,22/06/2025,35
00-38568706,David,Gill,David Gill,Female,Michigan,Detroit,Bachelor,05/09/1981,04/04/2016,,Operations,Inventory Specialist,58591,Excellent,22/06/2025,43
00-39340542,Charles,Brooks,Charles Brooks,Male,New York,New York City,Bachelor,28/12/1984,01/03/2017,,Operations,Logistics Coordinator,72086,Good,22/06/2025,40
00-16986310,Ashley,Young,Ashley Young,Male,New York,Buffalo,High School,03/10/1993,03/02/2023,,Customer Service,Help Desk Technician,78560,Needs Improvement,22/06/2025,31
00-34616054,Michelle,Smith,Michelle Smith,Female,New York,New York City,High School,19/01/1963,06/01/2019,,Customer Service,Support Specialist,63596,Good,22/06/2025,62
00-94071070,Jill,Peterson,Jill Peterson,Male,New York,Buffalo,Bachelor,02/12/2003,19/12/2023,,Customer Service,Support Specialist,65802,Good,22/06/2025,21
00-85345921,Christina,Moore,Christina Moore,Female,New York,Buffalo,Bachelor,06/03/1979,01/09/2021,,Marketing,Marketing Coordinator,65471,Good,22/06/2025,46
00-38300963,Tammy,Costa,Tammy Costa,Male,New York,Buffalo,Bachelor,14/07/1980,02/09/2024,,Sales,Sales Representative,84104,Satisfactory,22/06/2025,44
00-15414590,Morgan,Hartman,Morgan Hartman,Male,New York,New York City,Bachelor,31/08/1996,11/02/2016,,Operations,Operations Analyst,92104,Good,22/06/2025,28
00-10665587,Cheyenne,Brown,Cheyenne Brown,Male,New York,Rochester,High School,02/04/1979,23/02/2023,,Customer Service,Customer Service Representative,60160,Satisfactory,22/06/2025,46
00-36047525,James,Reese,James Reese,Male,New York,New York City,Bachelor,07/08/1961,01/02/2018,,Marketing,Content Creator,68449,Satisfactory,22/06/2025,63
00-99537557,Jacob,Higgins,Jacob Higgins,Male,North Carolina,Raleigh,Master,27/12/1985,05/02/2024,,Operations,Operations Analyst,81212,Good,22/06/2025,39
00-28320085,Adam,Moody,Adam Moody,Male,New York,Buffalo,High School,20/11/2002,01/04/2019,,Customer Service,Customer Service Representative,62750,Satisfactory,22/06/2025,22
00-96588631,Jason,Love,Jason Love,Female,New York,Buffalo,Bachelor,24/05/1998,31/05/2018,,Operations,Logistics Coordinator,59948,Good,22/06/2025,27
00-17167272,Luke,Moreno,Luke Moreno,Female,New York,Buffalo,Master,11/07/1961,03/07/2016,,IT,Software Developer,106216,Satisfactory,22/06/2025,63
00-12423190,Lisa,Erickson,Lisa Erickson,Female,New York,New York City,Bachelor,20/07/2000,12/07/2021,,Finance,Accountant,75070,Satisfactory,22/06/2025,24
00-59424714,Catherine,Lopez,Catherine Lopez,Male,New York,Rochester,High School,16/01/1963,21/04/2024,,Customer Service,Customer Service Representative,64963,Good,22/06/2025,62
00-18702667,Jessica,Vargas,Jessica Vargas,Male,New York,Rochester,Bachelor,07/10/2001,01/12/2023,,IT,Software Developer,105625,Good,22/06/2025,23
00-34397834,Bryan,Lopez,Bryan Lopez,Female,New York,Rochester,Bachelor,28/06/1984,03/01/2024,,Operations,Logistics Coordinator,54470,Excellent,22/06/2025,41
00-44258271,Christopher,Mccann,Christopher Mccann,Male,New York,Buffalo,Bachelor,16/09/1978,12/04/2020,,Marketing,Marketing Coordinator,71374,Good,22/06/2025,46
00-90242117,Douglas,Weaver,Douglas Weaver,Female,New York,New York City,Bachelor,01/10/1999,15/03/2022,,Operations,Inventory Specialist,55776,Good,22/06/2025,25
00-66470487,Holly,Warner,Holly Warner,Female,Michigan,Detroit,Master,05/08/1992,30/01/2022,,IT,System Administrator,92571,Needs Improvement,22/06/2025,32
00-60448148,Jacob,Allison,Jacob Allison,Male,New York,Rochester,High School,09/05/1965,21/10/2023,,Operations,Inventory Specialist,65754,Good,22/06/2025,60
00-84181946,Victoria,Martin,Victoria Martin,Male,New York,Rochester,Master,27/02/1992,04/09/2021,,Operations,Operations Analyst,63904,Good,22/06/2025,33
00-71230430,Mary,Phillips,Mary Phillips,Female,New York,Rochester,Bachelor,05/04/1963,09/06/2016,,Operations,Logistics Coordinator,64315,Good,22/06/2025,62
00-29485870,William,Mitchell,William Mitchell,Female,New York,New York City,Master,11/06/1980,14/06/2020,,IT,Software Developer,109161,Satisfactory,22/06/2025,45
00-61552873,John,Cooper,John Cooper,Male,Michigan,Grand Rapids,Bachelor,30/09/1982,04/04/2021,,Customer Service,Support Specialist,72133,Good,22/06/2025,42
00-29720859,Alyssa,Pena,Alyssa Pena,Male,New York,Rochester,Master,11/02/1973,23/09/2018,,Customer Service,Customer Service Manager,86591,Good,22/06/2025,52
00-12855262,Johnathan,Webster,Johnathan Webster,Male,New York,Rochester,Master,09/12/1990,26/01/2023,,Operations,Operations Analyst,52612,Satisfactory,22/06/2025,34
00-93051731,Bryan,Snyder,Bryan Snyder,Male,New York,New York City,Bachelor,03/05/1977,17/12/2023,,Operations,Inventory Specialist,73719,Good,22/06/2025,48
00-35551798,Jessica,Harvey,Jessica Harvey,Male,Michigan,Warren,Bachelor,19/05/1970,13/11/2016,,Customer Service,Support Specialist,65636,Excellent,22/06/2025,55
00-28963920,Russell,Craig,Russell Craig,Female,North Carolina,Charlotte,Bachelor,01/04/1985,15/12/2023,,Sales,Sales Representative,72434,Good,22/06/2025,40
00-85687408,Jennifer,Smith,Jennifer Smith,Male,New York,Buffalo,Bachelor,29/01/1971,16/10/2020,,Customer Service,Help Desk Technician,78647,Good,22/06/2025,54
00-93512668,Emily,Flores,Emily Flores,Male,New York,Buffalo,Bachelor,02/06/1985,27/10/2022,,Finance,Financial Analyst,76576,Satisfactory,22/06/2025,40
00-30803857,Sabrina,Ward,Sabrina Ward,Female,New York,Buffalo,High School,23/02/1994,22/09/2019,,Customer Service,Customer Service Representative,55781,Good,22/06/2025,31
00-66063235,Catherine,Chung,Catherine Chung,Female,New York,Buffalo,Bachelor,21/05/2001,09/08/2024,,Operations,Logistics Coordinator,63461,Satisfactory,22/06/2025,24
00-69322805,Jose,Franco,Jose Franco,Male,New York,Buffalo,Bachelor,21/07/1979,25/06/2017,,Customer Service,Support Specialist,67930,Satisfactory,22/06/2025,45
00-85384682,Michael,Shepherd,Michael Shepherd,Female,New York,New York City,Master,14/05/1970,23/05/2024,,IT,System Administrator,76764,Good,22/06/2025,55
00-79792383,Victor,Hines,Victor Hines,Male,New York,Buffalo,Bachelor,25/01/1996,02/05/2021,,Operations,Inventory Specialist,68326,Satisfactory,22/06/2025,29
00-98925059,Amy,Mcgee,Amy Mcgee,Female,Ohio,Cleveland,Bachelor,11/12/1997,30/03/2021,,Sales,Sales Consultant,73161,Needs Improvement,22/06/2025,27
00-42743997,Brenda,Williams,Brenda Williams,Female,New York,Rochester,Bachelor,27/10/1983,18/05/2023,,Operations,Inventory Specialist,59764,Good,22/06/2025,41
00-98215833,Robert,Hobbs,Robert Hobbs,Female,Pennsylvania,Pittsburgh,Bachelor,31/05/1973,06/05/2023,,Marketing,Marketing Coordinator,72352,Satisfactory,22/06/2025,52
00-48211978,Sandra,Mathis,Sandra Mathis,Male,New York,Buffalo,Master,02/04/1980,06/06/2023,,Sales,Sales Specialist,69554,Satisfactory,22/06/2025,45
00-99064587,Steven,Nolan,Steven Nolan,Female,New York,Buffalo,Bachelor,19/10/1972,24/06/2016,,Sales,Sales Representative,68911,Excellent,22/06/2025,52
00-86003182,Eric,Rojas,Eric Rojas,Male,North Carolina,Raleigh,PhD,11/06/1983,30/05/2021,,Finance,Financial Analyst,90329,Satisfactory,22/06/2025,42
00-83719381,Robert,Johnson,Robert Johnson,Male,New York,Rochester,Bachelor,13/09/1979,24/02/2023,,Operations,Logistics Coordinator,64681,Good,22/06/2025,45
00-89257196,Kristina,James,Kristina James,Male,New York,Rochester,Bachelor,25/12/1996,04/12/2022,,IT,System Administrator,76840,Excellent,22/06/2025,28
00-29677965,Crystal,Ross,Crystal Ross,Male,New York,New York City,High School,05/06/1962,06/01/2019,,Marketing,Content Creator,70986,Good,22/06/2025,63
00-83902153,Ryan,Roth,Ryan Roth,Male,New York,New York City,High School,31/07/1979,18/12/2018,,Operations,Inventory Specialist,63426,Satisfactory,22/06/2025,45
00-64616541,Gerald,Watkins,Gerald Watkins,Male,Michigan,Warren,High School,28/03/1971,13/03/2021,,Customer Service,Support Specialist,57269,Good,22/06/2025,54
00-85402722,Jay,Smith,Jay Smith,Female,Michigan,Detroit,Bachelor,23/05/1961,03/07/2019,,Operations,Operations Analyst,59365,Good,22/06/2025,64
00-29557879,Edward,Rogers,Edward Rogers,Male,North Carolina,Charlotte,Bachelor,13/04/1981,09/01/2022,,Operations,Logistics Coordinator,68600,Satisfactory,22/06/2025,44
00-86706373,Tyler,Moore,Tyler Moore,Female,New York,Rochester,Bachelor,03/08/1971,19/11/2018,,Operations,Operations Analyst,59454,Satisfactory,22/06/2025,53
00-35775293,Stephanie,Dunn,Stephanie Dunn,Male,New York,Buffalo,Bachelor,03/09/1994,30/03/2023,,IT,IT Support Specialist,70845,Satisfactory,22/06/2025,30
00-29992004,James,Lawson,James Lawson,Male,New York,New York City,Bachelor,29/05/1981,13/07/2017,,Customer Service,Support Specialist,65646,Good,22/06/2025,44
00-78321018,Ryan,Valentine,Ryan Valentine,Male,Michigan,Detroit,Bachelor,03/11/1987,04/03/2017,,Customer Service,Support Specialist,58845,Good,22/06/2025,37
00-13953262,Tony,Wade,Tony Wade,Female,Michigan,Warren,Bachelor,24/03/1972,18/05/2023,,Operations,Logistics Coordinator,56206,Satisfactory,22/06/2025,53
00-40029161,Suzanne,Jones,Suzanne Jones,Female,New York,New York City,Bachelor,11/10/1975,06/05/2015,,IT,Software Developer,89781,Needs Improvement,22/06/2025,49
00-78974303,Janice,Franklin,Janice Franklin,Female,Pennsylvania,Philadelphia,Bachelor,18/04/1980,24/02/2019,,Operations,Inventory Specialist,57878,Good,22/06/2025,45
00-18402695,Joe,Harding,Joe Harding,Male,New York,Rochester,Bachelor,18/09/1972,08/11/2024,,Operations,Logistics Coordinator,73343,Good,22/06/2025,52
00-61967417,Javier,Henry,Javier Henry,Female,New York,New York City,Bachelor,04/05/1978,29/04/2020,,Customer Service,Support Specialist,55634,Good,22/06/2025,47
00-99699727,Crystal,Morgan,Crystal Morgan,Female,New York,New York City,Bachelor,26/11/1977,01/05/2017,,Operations,Logistics Coordinator,57236,Needs Improvement,22/06/2025,47
00-13420583,Gabriella,Patterson,Gabriella Patterson,Female,New York,Buffalo,Bachelor,04/09/1998,17/02/2015,,Operations,Operations Analyst,64457,Excellent,22/06/2025,26
00-80841778,Carol,Moreno,Carol Moreno,Male,New York,Buffalo,Bachelor,16/11/1987,12/05/2016,,IT,Software Developer,84559,Good,22/06/2025,37
00-20751435,Jenny,Roman,Jenny Roman,Male,New York,New York City,High School,02/04/1999,02/12/2017,,Customer Service,Help Desk Technician,71783,Good,22/06/2025,26
00-53136609,David,Cunningham,David Cunningham,Male,New York,New York City,Bachelor,27/10/1975,02/07/2016,,Customer Service,Help Desk Technician,90934,Satisfactory,22/06/2025,49
00-33781932,Bryan,West,Bryan West,Male,New York,Rochester,Bachelor,17/02/1965,11/06/2023,,Customer Service,Customer Service Representative,67327,Good,22/06/2025,60
00-88176784,John,Blackburn,John Blackburn,Female,New York,Buffalo,Bachelor,15/01/1989,24/09/2024,,Operations,Logistics Coordinator,54313,Needs Improvement,22/06/2025,36
00-94151519,Jesus,Wiggins,Jesus Wiggins,Male,New York,New York City,Bachelor,04/10/1971,02/05/2017,,Marketing,SEO Specialist,91317,Satisfactory,22/06/2025,53
00-39596454,Cynthia,Winters,Cynthia Winters,Female,New York,Buffalo,High School,10/06/1995,04/07/2021,,Operations,Inventory Specialist,55977,Satisfactory,22/06/2025,30
00-76473852,Kristin,Peters,Kristin Peters,Male,New York,Buffalo,Bachelor,27/02/2002,13/08/2019,,Operations,Inventory Specialist,65377,Good,22/06/2025,23
00-62443962,Laura,Hale,Laura Hale,Male,New York,Rochester,Bachelor,05/01/1986,17/12/2017,,Marketing,SEO Specialist,79621,Satisfactory,22/06/2025,39
00-28754310,David,Morris,David Morris,Female,New York,Rochester,High School,03/06/1960,03/09/2022,,Operations,Inventory Specialist,64818,Satisfactory,22/06/2025,65
00-27452167,Ashley,Pruitt,Ashley Pruitt,Female,New York,New York City,Bachelor,01/09/1978,02/10/2020,,Customer Service,Support Specialist,55984,Needs Improvement,22/06/2025,46
00-84553181,Brittany,Young,Brittany Young,Female,New York,Buffalo,Bachelor,27/04/1980,15/11/2023,,Marketing,Marketing Coordinator,59247,Needs Improvement,22/06/2025,45
00-76047752,John,Elliott,John Elliott,Female,New York,Buffalo,Bachelor,26/06/1980,12/12/2022,,Operations,Inventory Specialist,59273,Good,22/06/2025,45
00-16401529,Andrew,Dixon,Andrew Dixon,Female,New York,Buffalo,High School,26/01/1971,07/02/2024,,Customer Service,Help Desk Technician,73459,Satisfactory,22/06/2025,54
00-90771986,Patrick,Hernandez,Patrick Hernandez,Female,Virginia,Norfolk,PhD,06/12/1963,04/05/2016,,Finance,Financial Analyst,99060,Good,22/06/2025,61
00-63321871,Christopher,Henry,Christopher Henry,Male,New York,Buffalo,Bachelor,03/03/1989,22/08/2024,,Sales,Sales Representative,81263,Good,22/06/2025,36
00-45272295,Rachel,Valentine,Rachel Valentine,Female,New York,New York City,Bachelor,06/01/1999,09/10/2016,,IT,Software Developer,93669,Needs Improvement,22/06/2025,26
00-37201429,Joseph,Cole,Joseph Cole,Male,Pennsylvania,Philadelphia,Master,07/12/1985,29/10/2019,,Finance,Financial Analyst,67743,Excellent,22/06/2025,39
00-52171230,James,Carrillo,James Carrillo,Male,New York,New York City,Master,30/09/1977,04/10/2018,,Sales,Sales Specialist,80528,Good,22/06/2025,47
00-56270369,Douglas,Abbott,Douglas Abbott,Male,New York,Buffalo,Master,10/11/1977,23/01/2024,,HR,HR Coordinator,65970,Good,22/06/2025,47
00-72705554,Thomas,Walker,Thomas Walker,Female,New York,Rochester,Bachelor,24/10/1980,02/01/2020,,Customer Service,Support Specialist,66681,Good,22/06/2025,44
00-11428262,Mark,Summers,Mark Summers,Female,New York,New York City,Bachelor,16/02/1984,07/07/2017,,IT,System Administrator,79308,Satisfactory,22/06/2025,41
00-23644112,Anna,Bowers,Anna Bowers,Male,New York,Rochester,Bachelor,02/09/1989,04/05/2016,,Operations,Inventory Specialist,65950,Good,22/06/2025,35
00-60979859,Todd,Edwards,Todd Edwards,Male,Pennsylvania,Pittsburgh,Bachelor,12/08/1979,09/12/2016,,Operations,Logistics Coordinator,65581,Satisfactory,22/06/2025,45
00-78893211,Amanda,Holloway,Amanda Holloway,Female,Pennsylvania,Allentown,Bachelor,07/06/1982,07/09/2024,,Sales,Sales Representative,62690,Good,22/06/2025,43
00-72777350,Jacob,Bradshaw,Jacob Bradshaw,Female,New York,Buffalo,Master,30/06/1980,22/08/2020,,IT,Software Developer,99230,Good,22/06/2025,45
00-60463330,David,Quinn,David Quinn,Female,West Virginia,Huntington,High School,09/05/1987,12/10/2016,,Customer Service,Support Specialist,55936,Good,22/06/2025,38
00-19977213,Nicole,Mills,Nicole Mills,Female,New York,Rochester,Bachelor,23/10/1988,15/07/2023,,Finance,Accountant,70392,Good,22/06/2025,36
00-51218029,Justin,Gibbs,Justin Gibbs,Female,New York,Rochester,High School,29/09/1986,14/06/2017,,Operations,Inventory Specialist,65768,Good,22/06/2025,38
00-32641668,Jackie,Farrell,Jackie Farrell,Male,North Carolina,Charlotte,Master,23/01/1988,26/04/2023,,Sales,Sales Specialist,71972,Good,22/06/2025,37
00-28904718,Jose,Thomas,Jose Thomas,Female,New York,New York City,Master,16/04/1983,10/01/2023,,Operations,Operations Analyst,58190,Good,22/06/2025,42
00-15771530,Anthony,Schneider,Anthony Schneider,Female,Ohio,Cleveland,High School,09/10/2001,12/06/2024,,IT,IT Support Specialist,59091,Needs Improvement,22/06/2025,23
00-46962459,Christian,Marshall,Christian Marshall,Male,New York,New York City,Master,08/11/1969,20/12/2017,,Sales,Sales Consultant,72426,Excellent,22/06/2025,55
00-70631334,Victoria,Griffin,Victoria Griffin,Female,New York,New York City,Master,02/04/1983,29/05/2017,,Sales,Sales Manager,98768,Excellent,22/06/2025,42
00-23638593,Angela,Wheeler,Angela Wheeler,Male,Illinois,Chicago,High School,16/07/1972,22/10/2019,,Operations,Inventory Specialist,62401,Satisfactory,22/06/2025,52
00-29028482,Lee,Giles,Lee Giles,Female,New York,Buffalo,Bachelor,18/08/1969,27/06/2023,,Operations,Logistics Coordinator,69197,Good,22/06/2025,55
00-77063002,Joshua,Mccarthy,Joshua Mccarthy,Female,Michigan,Warren,Bachelor,10/12/1978,26/06/2022,,Sales,Sales Representative,75559,Satisfactory,22/06/2025,46
00-20090296,Justin,Willis,Justin Willis,Female,New York,Rochester,Master,28/12/1974,06/05/2015,,IT,System Administrator,73229,Good,22/06/2025,50
00-22384073,Stephanie,Martinez,Stephanie Martinez,Male,Michigan,Detroit,Master,02/12/1997,03/12/2023,,Sales,Sales Specialist,64307,Satisfactory,22/06/2025,27
00-34480241,Mark,Woods,Mark Woods,Male,New York,Rochester,Bachelor,17/12/1982,25/02/2016,,Operations,Logistics Coordinator,66128,Satisfactory,22/06/2025,42
00-79715974,Leslie,Le,Leslie Le,Male,Pennsylvania,Pittsburgh,Bachelor,08/12/1998,01/08/2024,,Sales,Sales Representative,63530,Good,22/06/2025,26
00-86842305,Anthony,Hamilton,Anthony Hamilton,Female,Illinois,Chicago,Bachelor,19/05/1971,05/05/2020,,Customer Service,Customer Service Representative,63985,Satisfactory,22/06/2025,54
00-75941954,Randall,Nguyen,Randall Nguyen,Female,New York,Buffalo,Bachelor,09/12/1997,21/11/2023,,IT,System Administrator,77138,Good,22/06/2025,27
00-68778104,Kathleen,Schneider,Kathleen Schneider,Male,North Carolina,Greensboro,Bachelor,12/11/1988,06/05/2017,,IT,IT Support Specialist,64672,Good,22/06/2025,36
00-41088690,Ariel,Carroll,Ariel Carroll,Female,Virginia,Richmond,High School,03/03/1990,10/12/2023,,Operations,Inventory Specialist,55465,Good,22/06/2025,35
00-25433087,William,Sharp,William Sharp,Female,New York,New York City,Bachelor,30/04/1988,05/10/2023,,Operations,Operations Analyst,62718,Good,22/06/2025,37
00-52740512,David,Brown,David Brown,Male,New York,Rochester,Bachelor,19/10/1979,27/01/2019,,Finance,Financial Analyst,81338,Good,22/06/2025,45
00-86829631,Donald,Garcia,Donald Garcia,Male,Illinois,Naperville,Bachelor,06/10/1971,05/03/2022,,Operations,Logistics Coordinator,68965,Good,22/06/2025,53
00-76145997,Shelby,Young,Shelby Young,Female,New York,New York City,Bachelor,06/11/1980,21/10/2023,,Customer Service,Support Specialist,55179,Excellent,22/06/2025,44
00-95449737,Michael,Kelly,Michael Kelly,Female,New York,Rochester,Bachelor,19/02/1983,01/02/2019,,Operations,Logistics Coordinator,57295,Satisfactory,22/06/2025,42
00-70877634,Robert,Potter,Robert Potter,Female,Illinois,Naperville,Bachelor,13/05/1989,11/07/2019,,Customer Service,Customer Service Representative,61129,Good,22/06/2025,36
00-76634324,Richard,Brown,Richard Brown,Male,Ohio,Columbus,Bachelor,18/01/1986,11/06/2017,,IT,IT Support Specialist,63812,Good,22/06/2025,39
00-29668825,Darlene,Foster,Darlene Foster,Female,New York,Buffalo,Bachelor,22/01/1992,02/03/2023,,Sales,Sales Representative,64161,Excellent,22/06/2025,33
00-10302186,Amy,Davis,Amy Davis,Female,New York,Buffalo,High School,12/04/1973,22/03/2018,,Operations,Inventory Specialist,65488,Satisfactory,22/06/2025,52
00-98437475,Shane,Wilson,Shane Wilson,Female,New York,Rochester,Bachelor,25/08/1961,20/12/2023,,Customer Service,Customer Service Representative,59132,Good,22/06/2025,63
